,Target,Model4
0,2.000000084936619,1.9188913047313692
1,0.6999999903142452,1.1094286233186723
2,2.5999999761581423,2.813094712793827
3,3.600000125169754,2.8108330205082894
4,0.9000000201165677,1.1176286451518536
5,1.2999999806284905,1.9866808339953423
6,0.9000000201165677,0.9599370457231999
7,3.600000125169754,3.593514704704285
8,0.6999999903142452,1.5659734673798085
9,2.9000000208616257,1.701282300055027
10,1.0999999508261682,1.094150111079216
11,2.3999999463558197,3.025279381871224
12,2.5999999761581423,1.701282300055027
13,1.7000000402331352,2.1715337485074997
14,2.2999999314546584,2.4115815073251725
15,1.000000035017729,1.2395661041140558
16,0.20000000251457095,0.348662830516696
17,1.0999999508261682,1.4223786994814873
18,3.600000125169754,3.676288440823555
19,2.1999999165534976,2.0324386820197105
20,2.5999999761581423,2.45175072401762
21,7.900000369548799,6.110159087181092
22,0.8000000052154065,1.3648962996900083
23,2.6999999910593036,2.472958151996136
24,1.8000000551342965,2.0006661862134933
25,2.0999999016523363,1.9154299959540368
26,5.900000071525574,5.403198710083962
27,0.3000000050291419,0.39858871661126616
28,1.0999999508261682,1.386989913880825
29,3.4000000953674316,3.0148762315511703
30,2.5999999761581423,3.3293713614344598
31,2.1999999165534976,2.256374955177307
32,0.20000000251457095,0.26260186675935987
33,2.0999999016523363,2.4599803745746613
34,3.600000125169754,2.4398427516222
35,1.000000035017729,1.2722512438893319
36,1.000000035017729,0.9719264723360539
37,1.5000000104308129,1.430555434525013
38,0.8000000052154065,0.9618493370711804
39,1.3999999955296518,1.8675398707389832
40,2.5999999761581423,1.8425324350595476
41,2.0999999016523363,1.9244494155049325
42,2.499999961256981,2.013217270374298
43,0.3000000050291419,0.4124765615910292
44,1.9000000700354578,1.7212230257689953
45,2.1999999165534976,1.7467799305915834
46,1.8000000551342965,1.9054676100611687
47,1.1999999657273293,1.6519736625254156
48,3.500000110268593,2.807291842997074
49,1.2999999806284905,1.2338656961917878
50,1.3999999955296518,1.3392381221055984
51,0.599999975413084,1.1077836841344835
52,3.000000035762787,2.4383327767252925
53,3.4000000953674316,3.159078735113144
54,1.2999999806284905,1.0471286326646805
55,0.6999999903142452,0.8634659703820944
56,1.8000000551342965,1.8257742702960968
57,1.000000035017729,0.9805675558745861
58,2.2999999314546584,2.2216631710529327
59,1.3999999955296518,1.5162548832595348
60,0.39999999515712265,0.5290676213800908
61,4.999999937415123,5.567251467704773
62,2.1999999165534976,2.376087683439255
63,1.0999999508261682,1.6670321889221669
64,3.2000000655651095,2.8164164990186693
65,0.6999999903142452,0.606116721406579
66,2.000000084936619,2.806025239825249
67,1.8000000551342965,2.177807705104351
68,0.1,0.23209457444027068
69,2.6999999910593036,1.9982960864901544
70,2.6999999910593036,2.477704693377018
71,0.1,0.22456998098641634
72,2.5999999761581423,2.6836219459772113
73,1.7000000402331352,1.679969734698534
74,2.9000000208616257,3.137377429008484
75,1.5000000104308129,1.9370240837335588
76,0.8000000052154065,0.8774001412093639
77,0.599999975413084,0.7176108479499818
78,1.7000000402331352,1.508415162563324
79,2.800000005960465,3.1908704549074174
80,0.8000000052154065,0.8502516090869904
81,1.3999999955296518,1.1690469667315484
82,1.7000000402331352,2.1616339892148972
83,1.2999999806284905,1.508415162563324
84,3.000000035762787,3.006826335191727
85,1.0999999508261682,1.2981166243553162
86,13.400000000000002,10.35511213541031
87,1.1999999657273293,1.2128746867179871
88,1.2999999806284905,1.1980427853763105
89,3.600000125169754,2.784861016273499
90,2.5999999761581423,3.2114341765642167
91,2.2999999314546584,2.327258951961994
92,2.800000005960465,3.40907381772995
93,2.3999999463558197,2.222160220146179
94,1.3999999955296518,1.741385917365551
95,1.9000000700354578,2.1993627503514293
96,0.8000000052154065,1.24780715033412
97,1.6000000253319742,1.6509551875293256
98,1.000000035017729,1.8451831653714181
99,1.7000000402331352,1.4594215407967568
100,1.000000035017729,0.9008603926748038
101,1.2999999806284905,1.3654135636985303
102,1.2999999806284905,1.3108211040496827
103,3.4000000953674316,3.159951147437096
104,0.8000000052154065,1.2673453614115715
105,1.3999999955296518,1.2338656961917878
106,0.599999975413084,0.8774001412093639
107,1.3999999955296518,1.3108211040496827
108,1.9000000700354578,2.3960929185152056
109,2.5999999761581423,2.8108330205082894
110,1.3999999955296518,1.243541406840086
111,1.3999999955296518,2.351750709116459
112,3.500000110268593,3.1934048503637316
113,2.5999999761581423,2.6183939635753632
114,2.800000005960465,2.855211497843266
115,1.9000000700354578,2.177807705104351
116,0.20000000251457095,0.3770283203572035
117,0.6999999903142452,1.0178693264722825
118,1.2999999806284905,1.637183677405119
119,0.3000000050291419,0.37224875632673504
120,1.6000000253319742,1.8246222183108332
121,0.8000000052154065,1.3443395145237447
122,0.6999999903142452,0.8594053488224745
123,3.000000035762787,2.7019083186984063
124,3.500000110268593,2.3813635781407356
125,0.3000000050291419,0.41979834940284494
126,1.7000000402331352,1.7613708384335043
127,0.3000000050291419,0.42006674204021693
128,3.500000110268593,2.7676402866840366
129,1.0999999508261682,1.3306950412690641
130,2.000000084936619,2.955538320541382
131,0.5000000100582839,0.6176666717976332
132,1.3999999955296518,1.3175252221524716
133,3.000000035762787,2.4025545567274094
134,2.5999999761581423,2.056150381267071
135,0.8000000052154065,1.2345443822443485
136,1.9000000700354578,2.2915483132004737
137,5.299999982118607,5.336533090472222
138,0.599999975413084,0.7008688848465682
139,3.300000080466271,2.6573603928089145
140,1.3999999955296518,1.303143598139286
141,1.000000035017729,1.079104268550873
142,2.5999999761581423,2.3152794346213343
143,1.7000000402331352,2.1006731376051904
144,1.6000000253319742,2.6089050427079203
145,2.0999999016523363,1.867669087648392
146,2.0999999016523363,2.3100306913256645
147,1.3999999955296518,1.9689630553126336
148,0.5000000100582839,0.6241663120687008
149,1.1999999657273293,1.442095872014761
150,0.9000000201165677,1.3258972689509392
151,2.0999999016523363,2.2270306274294853
152,1.6000000253319742,2.6300692662596705
153,1.000000035017729,1.4571850180625916
154,2.1999999165534976,2.1803545862436295
