,Target,Model4
0,2.900000007450581,2.5163023769855504
1,1.000000033527613,0.9474212333559991
2,0.5000000197440386,0.843297839164734
3,1.200000021606684,1.306276384741068
4,0.8000000018626452,1.02938703969121
5,0.4000000039115548,0.5517424937337637
6,2.2000000491738323,2.6100294888019566
7,0.4000000039115548,0.5760802045464516
8,2.8000000134110454,3.3401772886514673
9,1.1000000275671484,1.0413661874830724
10,11.8,10.02987562417984
11,1.3000000156462195,1.1686485119163992
12,0.9000000394880773,1.1956244334578516
13,4.4000000923872005,3.4064927071332938
14,0.1,0.4293842205777765
15,0.7000000078231097,1.0007998347282412
16,2.4000000372529033,2.408549498021603
17,0.8000000018626452,1.266863140463829
18,1.000000033527613,0.8801574729382993
19,0.8000000018626452,1.2919095143675805
20,0.20000000493600964,0.6326719582080842
21,0.9000000394880773,0.938340024650097
22,1.80000007301569,1.6881515145301822
23,2.4000000372529033,2.024007870256901
24,1.1000000275671484,1.0372096620500089
25,1.9000000670552255,2.44022476375103
26,2.0000000610947613,2.4392740681767466
27,3.400000151991845,3.407619664072991
28,0.7000000078231097,0.9894582614302636
29,0.9000000394880773,0.9731172114610673
30,1.7000000789761545,1.7159073621034624
31,1.7000000789761545,1.892246136069298
32,0.9000000394880773,1.6005804747343064
33,1.1000000275671484,1.5640289932489397
34,3.000000001490117,3.4496078759431845
35,3.000000001490117,3.415509060025216
36,1.1000000275671484,1.461261033266783
37,1.200000021606684,1.4780444800853731
38,3.900000122189523,3.2608216673135764
39,1.400000009685755,1.3925998218357565
40,1.1000000275671484,1.378711873292923
41,1.000000033527613,0.9629936024546625
42,1.9000000670552255,2.3591258808970452
43,1.9000000670552255,1.892246833443642
44,3.000000001490117,3.62288482785225
45,3.000000001490117,3.415509060025216
46,2.1000000551342968,2.0603208497166636
47,0.3000000098720193,0.9475295007228852
48,0.9000000394880773,0.9466283187270166
49,1.000000033527613,1.2015780054032803
50,0.9000000394880773,1.059738514572382
51,1.3000000156462195,1.139342575520277
52,1.200000021606684,1.7315273270010951
53,1.000000033527613,1.156008340418339
54,0.20000000493600964,0.5938466005027294
55,1.600000084936619,1.6005804747343064
56,1.80000007301569,1.9418644949793817
57,1.400000009685755,1.1541123539209368
58,1.80000007301569,1.3792134597897532
59,0.4000000039115548,0.5523162584751845
60,0.9000000394880773,0.9836422465741635
61,1.80000007301569,1.396630907058716
62,0.8000000018626452,0.939228741079569
63,0.9000000394880773,1.3601870827376845
64,2.300000043213368,2.433876042068005
65,0.8000000018626452,0.9488433539867402
66,3.1000001698732382,2.8246229067444806
67,1.3000000156462195,1.3920865543186667
68,0.9000000394880773,1.1923989899456502
69,2.0000000610947613,2.1940721929073335
70,3.3000001579523093,3.37095206975937
